Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
Solterratouring Onyx Edition,Subaru,29291.0,Low,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA095570,https://ev.com/vehicle/gdwmao
Solterratouring Onyx Edition,Subaru,29291.0,Low,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA096993,https://ev.com/vehicle/3gnsgx
Solterratouring Onyx Edition,Subaru,33788.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA097268,https://ev.com/vehicle/26q0qm
Solterratouring Onyx Edition,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA103385,https://ev.com/vehicle/ou0wgy
Solterratouring Onyx Edition,Subaru,38642.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA102739,https://ev.com/vehicle/40dekd
Solterratouring Onyx Edition,Subaru,35642.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA101366,https://ev.com/vehicle/s294d1
Solterratouring Onyx Edition,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA102753,https://ev.com/vehicle/no225v
Solterrapremium,Subaru,15166.0,Low,2024.0,Cosmic White Pearl,Black,5.0,227.0,35.0,15717.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA2RA058600,https://ev.com/vehicle/wtxg2y
Solterrapremium,Subaru,31467.0,Medium,2025.0,Gray,Blc,5.0,227.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA103404,https://ev.com/vehicle/gqdvkn
Solterralimited,Subaru,35442.0,Medium,2025.0,Gray,Gbs,5.0,222.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA102800,https://ev.com/vehicle/kiebh3
Solterrapremium,Subaru,29902.0,Low,2025.0,Gray,Blc,5.0,227.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA103044,https://ev.com/vehicle/zb45cq
Solterratouring Onyx Edition,Subaru,35642.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA102737,https://ev.com/vehicle/d37cxt
Crosstrek Hybrid,Subaru,20540.0,Low,2019.0,Gray,Navy W/Blue Stitching,5.0,17.0,30.0,34097.0,137.0,SAE CCS DC fast charge connector,8.8,96.0,100000.0,JF2GTDNC7KH354524,https://ev.com/vehicle/0x78qy
Solterratouring Onyx Edition,Subaru,29922.0,Low,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA101948,https://ev.com/vehicle/p5ecmp
Solterratouring Onyx Edition,Subaru,33313.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA096600,https://ev.com/vehicle/t2sk3b
Solterratouring Onyx Edition,Subaru,33788.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA095982,https://ev.com/vehicle/7vlf2a
Solterrapremium,Subaru,30377.0,Medium,2025.0,Red,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA2SA091585,https://ev.com/vehicle/xgdqzp
Solterrapremium,Subaru,31467.0,Medium,2025.0,Black,Black,5.0,227.0,35.0,19.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA2SA091862,https://ev.com/vehicle/fge82k
Solterrapremium,Subaru,31467.0,Medium,2025.0,Gray,Black,5.0,227.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA097043,https://ev.com/vehicle/i33bw1
Solterrapremium,Subaru,31942.0,Medium,2025.0,White,Black,5.0,227.0,35.0,6.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA096078,https://ev.com/vehicle/n6xb0l
Solterralimited,Subaru,34967.0,Medium,2025.0,Gray,Black,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA095251,https://ev.com/vehicle/u2wt1a
Solterralimited,Subaru,35442.0,Medium,2025.0,Gray,Gray/Blue,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA095535,https://ev.com/vehicle/gjpb39
Solterralimited,Subaru,33877.0,Medium,2025.0,White,Gray/Blue,5.0,222.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA096069,https://ev.com/vehicle/2quvmw
Solterrapremium,Subaru,31467.0,Medium,2025.0,Black,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA095853,https://ev.com/vehicle/pygxld
Solterrapremium,Subaru,31942.0,Medium,2025.0,White,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA097229,https://ev.com/vehicle/086pvg
Solterrapremium,Subaru,31942.0,Medium,2025.0,Red,Black,5.0,227.0,35.0,11.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA100636,https://ev.com/vehicle/zj0g8v
Solterratouring Onyx Edition,Subaru,37707.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA091823,https://ev.com/vehicle/fhjvcu
Solterratouring Onyx Edition,Subaru,38277.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA091578,https://ev.com/vehicle/x8lymt
Solterratouring Onyx Edition,Subaru,33509.0,Medium,2025.0,Red,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA6SA091895,https://ev.com/vehicle/b61axv
Solterratouring Onyx Edition,Subaru,31541.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA096569,https://ev.com/vehicle/umc8a5
Solterratouring Onyx Edition,Subaru,29766.0,Low,2025.0,Red,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA095673,https://ev.com/vehicle/iv5vyw
Solterratouring Onyx Edition,Subaru,30856.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA8SA095754,https://ev.com/vehicle/a3vm6o
Solterratouring Onyx Edition,Subaru,29291.0,Low,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA095973,https://ev.com/vehicle/0ovtlp
Solterratouring Onyx Edition,Subaru,30856.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA096727,https://ev.com/vehicle/d23945
Solterratouring Onyx Edition,Subaru,33788.0,Medium,2025.0,Red,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA096859,https://ev.com/vehicle/9da8jn
Solterratouring Onyx Edition,Subaru,30132.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA100098,https://ev.com/vehicle/0op95o
Solterratouring Onyx Edition,Subaru,29657.0,Low,2025.0,Black,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA6SA099513,https://ev.com/vehicle/0sxb72
Solterratouring Onyx Edition,Subaru,31697.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,5.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA099969,https://ev.com/vehicle/43opwa
Solterralimited,Subaru,34077.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA101310,https://ev.com/vehicle/2aw7i5
Solterralimited,Subaru,35642.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA101314,https://ev.com/vehicle/3nxo7j
Solterralimited,Subaru,40469.0,Medium,2024.0,White,Unknown,5.0,222.0,35.0,12000.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3RA060727,https://ev.com/vehicle/j2yf6s
Solterrapremium,Subaru,29766.0,Low,2025.0,White,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA0SA096588,https://ev.com/vehicle/ifv8ii
Solterrapremium,Subaru,31331.0,Medium,2025.0,Red,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA097104,https://ev.com/vehicle/9wpb45
Solterrapremium,Subaru,29291.0,Low,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA0SA097319,https://ev.com/vehicle/k9qwoa
Solterrapremium,Subaru,30856.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA096696,https://ev.com/vehicle/0171eq
Solterralimited,Subaru,33313.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA095207,https://ev.com/vehicle/m3tz2l
Solterralimited,Subaru,34878.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA0SA096574,https://ev.com/vehicle/9ua9ya
Solterrapremium,Subaru,31331.0,Medium,2025.0,White,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA097458,https://ev.com/vehicle/6mxxc4
Solterralimited,Subaru,33313.0,Medium,2025.0,Black,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA1SA096406,https://ev.com/vehicle/4kuufp
Solterrapremium,Subaru,30132.0,Medium,2025.0,Red,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA7SA098936,https://ev.com/vehicle/5o973m
Solterratouring,Subaru,37968.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA3SA101010,https://ev.com/vehicle/4lju3g
Solterrapremium,Subaru,29657.0,Low,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA099070,https://ev.com/vehicle/ojpmvf
Solterralimited,Subaru,35642.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA102871,https://ev.com/vehicle/38qq1r
Solterralimited,Subaru,35642.0,Medium,2025.0,White,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA102140,https://ev.com/vehicle/wxh0m7
Solterrapremium,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA0SA102051,https://ev.com/vehicle/aq660w
Solterrapremium,Subaru,31012.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA101937,https://ev.com/vehicle/eel967
Solterrapremium,Subaru,31697.0,Medium,2025.0,White,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA100335,https://ev.com/vehicle/ckf01w
Solterrapremium,Subaru,31697.0,Medium,2025.0,White,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA4SA100416,https://ev.com/vehicle/95cq2j
Solterrapremium,Subaru,29657.0,Low,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA5SA100411,https://ev.com/vehicle/tuw1lc
Solterralimited,Subaru,33788.0,Medium,2025.0,Gray,Unknown,5.0,222.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA100315,https://ev.com/vehicle/33je46
Solterrapremium,Subaru,31222.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA100606,https://ev.com/vehicle/6gi5ap
Solterrapremium,Subaru,31222.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABAXSA099014,https://ev.com/vehicle/mib6nu
Solterrapremium,Subaru,29657.0,Low,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA099571,https://ev.com/vehicle/qzourk
Solterrapremium,Subaru,31222.0,Medium,2025.0,Black,Unknown,5.0,227.0,35.0,0.0,6.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABABA9SA100797,https://ev.com/vehicle/2a3jbl
Bz4Xxle,Toyota,28329.0,Low,2025.0,Elemental Silver Metallic,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA7SA057985,https://ev.com/vehicle/gtsoc0
Bz4Xxle,Toyota,27680.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA6SA069576,https://ev.com/vehicle/do61kk
Bz4Xxle,Toyota,28434.0,Low,2025.0,Heavy Metal,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA0SA065684,https://ev.com/vehicle/jtkm25
Bz4Xxle,Toyota,28624.0,Low,2025.0,Heavy Metal,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA4SA069639,https://ev.com/vehicle/3k0daf
Bz4Xxle,Toyota,27680.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA4SA069740,https://ev.com/vehicle/4999or
Prius Plug-In Hybridxse,Toyota,33743.0,Medium,2025.0,Black,Blk Red,5.0,39.0,30.0,99.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU0S3044680,https://ev.com/vehicle/f75lef
Bz4Xlimited,Toyota,17740.0,Low,2023.0,Elemental Silver Metallic,Black,5.0,222.0,60.0,1884.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA6PA029760,https://ev.com/vehicle/cn7fzn
Bz4Xxle,Toyota,30794.0,Medium,2025.0,Wind Chill Pearl,Black,5.0,228.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA3SA103449,https://ev.com/vehicle/z1p5xs
Bz4Xlimited,Toyota,34574.0,Medium,2025.0,Elemental Silver w/Blk Rf,Black,5.0,236.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA4SA067180,https://ev.com/vehicle/9yurbv
Bz4Xnightshade,Toyota,30260.0,Medium,2025.0,Wind Chill Pearl w/Black Roof,Black,5.0,222.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACAXSA104808,https://ev.com/vehicle/0o89ss
Prius Plug-In Hybridse,Toyota,30449.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,44.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU2S3048455,https://ev.com/vehicle/z1wkgs
Prius Plug-In Hybridse,Toyota,30683.0,Medium,2025.0,Midnight Black Metallic,Black/Red,5.0,44.0,30.0,5.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACUXS3045397,https://ev.com/vehicle/qfubtp
Prius Plug-In Hybridxse,Toyota,36333.0,Medium,2025.0,Unknown,Blk Red,5.0,39.0,30.0,2.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU0S3044775,https://ev.com/vehicle/1k06p3
Prius Primexse Premium,Toyota,31290.0,Medium,2023.0,Gray,Black/Red,5.0,39.0,30.0,10423.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU6P3007656,https://ev.com/vehicle/71g8ha
Rav4 Plug-In Hybridxse,Toyota,46339.0,Medium,2025.0,Silver Sky Metallic/Midnight Black Metallic,Black,5.0,42.0,30.0,30.0,177.0,SAE CCS DC fast charge connector,18.1,120.0,150000.0,JTMEB3FV5SD256991,https://ev.com/vehicle/ckr9dy
Rav4 Plug-In Hybridxse,Toyota,45613.0,Medium,2025.0,Magnetic Gray Metallic/Midnight Black Metallic,Black,5.0,42.0,30.0,5.0,177.0,SAE CCS DC fast charge connector,18.1,120.0,150000.0,JTMEB3FV7SD252618,https://ev.com/vehicle/vzu9oj
Rav4 Plug-In Hybridxse,Toyota,46583.0,Medium,2025.0,Magnetic Gray Metallic/Midnight Black Metallic,Black,5.0,42.0,30.0,5.0,177.0,SAE CCS DC fast charge connector,18.1,120.0,150000.0,JTMEB3FVXSD255545,https://ev.com/vehicle/08imy9
Rav4 Plug-In Hybridxse,Toyota,55575.0,High,2025.0,Off-white,Black,5.0,42.0,30.0,45.0,177.0,SAE CCS DC fast charge connector,18.1,120.0,150000.0,JTMFB3FV1SD252229,https://ev.com/vehicle/7ffo44
Rav4 Plug-In Hybridse,Toyota,45575.0,Medium,2025.0,Unknown,Black,5.0,42.0,30.0,173.0,177.0,SAE CCS DC fast charge connector,18.1,120.0,150000.0,JTMCB3FV3SD253191,https://ev.com/vehicle/eu2eqv
Bz4Xlimited,Toyota,33540.0,Medium,2025.0,Supersonic Red w/Black Roof,Unknown,5.0,236.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA7SA060319,https://ev.com/vehicle/kad1yu
Bz4Xxle,Toyota,28195.0,Low,2025.0,Heavy Metal,Black,5.0,228.0,35.0,0.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA8SA103494,https://ev.com/vehicle/jhdjw7
Bz4Xxle,Toyota,26115.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA8SA065951,https://ev.com/vehicle/rv4uc9
Bz4Xxle,Toyota,27680.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA1SA066570,https://ev.com/vehicle/au4tg2
Bz4Xxle,Toyota,29599.0,Low,2025.0,Unknown,Unknown,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA6SA069965,https://ev.com/vehicle/87jbls
Bz4Xxle,Toyota,28195.0,Low,2025.0,Supersonic Red,Black,5.0,228.0,35.0,1.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA8SA101258,https://ev.com/vehicle/ei48sr
Bz4Xxle,Toyota,29760.0,Low,2025.0,Supersonic Red,Black,5.0,228.0,35.0,1.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA4SA103234,https://ev.com/vehicle/aauju3
Bz4Xxle,Toyota,27680.0,Low,2025.0,Heavy Metal,Black,5.0,252.0,30.0,1.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA1SA065967,https://ev.com/vehicle/fogqj3
Bz4Xxle,Toyota,25640.0,Low,2025.0,Black,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA9SA065800,https://ev.com/vehicle/mc3fa5
Bz4Xxle,Toyota,26115.0,Low,2025.0,Heavy Metal,Black,5.0,252.0,30.0,1.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA3SA066456,https://ev.com/vehicle/jcnmqd
Bz4Xxle,Toyota,27680.0,Low,2025.0,Elemental Silver Metallic,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA0SA067225,https://ev.com/vehicle/0g8cvp
Bz4Xxle,Toyota,26115.0,Low,2025.0,Elemental Silver Metallic,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAAXSA067197,https://ev.com/vehicle/kj3gq5
Bz4Xxle,Toyota,26115.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA6SA067374,https://ev.com/vehicle/fbc1aq
Bz4Xxle,Toyota,27205.0,Low,2025.0,Black,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA1SA067587,https://ev.com/vehicle/4s8qyl
Bz4Xxle,Toyota,25640.0,Low,2025.0,Black,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA4SA067972,https://ev.com/vehicle/h6afxq
Bz4Xxle,Toyota,26115.0,Low,2025.0,Heavy Metal,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA1SA068366,https://ev.com/vehicle/qq0leu
Bz4Xxle,Toyota,26115.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA7SA068243,https://ev.com/vehicle/hcm9hc
Bz4Xxle,Toyota,28079.0,Low,2025.0,Black,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA0SA069573,https://ev.com/vehicle/otjb2y
Bz4Xxle,Toyota,27134.0,Low,2025.0,Wind Chill Pearl,Black,5.0,252.0,30.0,0.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA7SA069750,https://ev.com/vehicle/1quqta
Bz4Xxle,Toyota,33174.0,Medium,2025.0,Unknown,Black,5.0,228.0,35.0,2.0,214.0,SAE CCS DC fast charge connector,72.8,96.0,100000.0,JTMABACA1SA103045,https://ev.com/vehicle/pa6fdv
Bz4Xxle,Toyota,17126.0,Low,2024.0,Heavy Metal,Black,5.0,252.0,30.0,6830.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA6RA043778,https://ev.com/vehicle/dseevc
Bz4Xlimited,Toyota,34294.0,Medium,2025.0,Elemental Silver w/Blk Rf,Black,5.0,236.0,30.0,5.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAA2SA065704,https://ev.com/vehicle/ilpns7
Bz4Xxle,Toyota,19734.0,Low,2024.0,Black,Black,5.0,252.0,30.0,866.0,201.0,SAE CCS DC fast charge connector,71.4,96.0,100000.0,JTMAAAAAXRA049213,https://ev.com/vehicle/xawzfa
Prius Plug-In Hybridxse,Toyota,37342.0,Medium,2025.0,Beige,Black Red S,5.0,39.0,30.0,3.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU3S3043006,https://ev.com/vehicle/aqkvwo
Prius Plug-In Hybridxse,Toyota,34858.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,39.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU8S3044975,https://ev.com/vehicle/hxdd3t
Prius Plug-In Hybridse,Toyota,30758.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,44.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU2S3047886,https://ev.com/vehicle/4eh8xl
Prius Plug-In Hybridxse,Toyota,33813.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,39.0,30.0,1.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU2S3044986,https://ev.com/vehicle/9ggi54
Prius Plug-In Hybridse,Toyota,30584.0,Medium,2025.0,Cutting Edge,Black/Red,5.0,44.0,30.0,1.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACUXS3044895,https://ev.com/vehicle/7gwo8b
Prius Plug-In Hybridxse,Toyota,35034.0,Medium,2025.0,Supersonic Red,Black/Red,5.0,39.0,30.0,1.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU2S3045572,https://ev.com/vehicle/g4c957
Prius Plug-In Hybridxse,Toyota,34309.0,Medium,2025.0,Supersonic Red,Black/Red,5.0,39.0,30.0,1.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU0S3045781,https://ev.com/vehicle/koamlt
Prius Plug-In Hybridxse,Toyota,34783.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,39.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU1S3045952,https://ev.com/vehicle/g9gtko
Prius Plug-In Hybridxse,Toyota,34058.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,39.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU5S3046053,https://ev.com/vehicle/ep7s36
Prius Plug-In Hybridse,Toyota,30778.0,Medium,2025.0,Reservoir Blue,Black/Red,5.0,44.0,30.0,0.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACU9S3048002,https://ev.com/vehicle/pgorpu
Prius Plug-In Hybridxse,Toyota,37382.0,Medium,2025.0,Unknown,Black/Red,5.0,39.0,30.0,5.0,150.0,SAE CCS DC fast charge connector,13.6,120.0,150000.0,JTDACACUXS3045383,https://ev.com/vehicle/hbfo7s
